F/CAKES,FISHCAKES
T.MORROCAN,Tesco Moroccan
T.MOTHERS,Tesco Mothers
T.MOUTHWATERING,Tesco Mouthwatering
T.MR,Tesco Mr
T.MUFF LIQR CO.,The Muff Liquor Company
T.MULTIVITAMIN,Tesco Multivitamin
T.MUSHROMM,Tesco Mushromm
T.MUSSEL,Tesco Mussel
T.MY,Tesco My
T.NAPKINS,Tesco Napkins
T.NAS,Tesco Nas
T.NAT,Tesco Natural
T.NATURALLY,Tesco Naturally
T.NATURES,Tesco Natures
T.NET,Tesco Net
T.NO,Tesco No
T.NORWEGIAN,Tesco Norwegian
T.NUTRI1ST,Tesco Nutri 1st
T.OPI,TESCO OPI
T.ORANGE,Tesco Orange
T.ORCHARD,Tesco Orchard
T.ORG,Tesco Org
T.ORGANIC,Tesco Organic
T.ORNG,Tesco.Ornange
T.ORNG/T/CA,Tesco Orange & tropical
T.PAPER,Tesco Paper
T.PARTY,Tesco Party
T.PESTO,Tesco Pesto
T.PHOTO,Tesco Photo
T.PINK,Tesco Pink
T.PLACE,Tesco Place
T.PLASTIC,Tesco Plastic
T.PLNT/CHF,Tesco Plant Chef
T.POMEGRANATE,Tesco Pomegranate
T.POPCORN,Tesco Popcorn
T.POPPING,Tesco Popping
T.PORK,Tesco Pork
T.POWER,Tesco Power
T.PP,Tesco Pp
T.PRAWN,Tesco Prawn
T.PREMIUM,Tesco Premium
T.PRO,Tesco Pro
T.PROFORMULA,Tesco Proformula
T.PULLED,Tesco Pulled
T.PURPLE,Tesco Purple
T.RAISIN,Tesco Raisin
T.RAW,Tesco Raw
T.READING,Tesco Reading
T.RED,Tesco Red
T.REDUCE,Tesco Reduce
T.REDUCED,Tesco.Reduced
T.RETRO,Tesco Retro
T.REVITALISING,Tesco Revitalising
T.RIPEN,Tesco Ripen
T.ROAST,Tesco Roast
T.ROASTED,Tesco Roasted
T.RST,Tesco Roast
T.RUBBER,Tesco Rubber
T.S/BERRY,Tesco Strawberry
T.S/HOLM,Tesco Stockholm
T.SALMON,Tesco Salmon
T.SALT,Tesco Salt
T.SANTA,Tesco Santa
T.SATIN,Tesco Satin
T.SCOTTISH,Tesco Scottish
T.SCT,Tesco Scottish
T.SEA,Tesco Sea
T.SEAFOOD,Tesco Seafood
T.SEASONAL,Tesco Seasonal
T.SEERSUCKER,TESCO SEERSUCKER
T.SHAPED,Tesco Shaped
T.SHELL,Tesco Shell
T.SHERBERT,Tesco Sherbet
T.SILVER,TESCO SILVER
T.SIMPLY,TESCO SIMPLY
T.SIMPSONS,Tesco Simpsons
T.SIRLOIN,Tesco Sirloin
T.SKIN,Tesco Skin
T.SKULLS,Tesco Skulls
T.SLOW,Tesco Slow
T.SMOKED,Tesco Smoked
T.SNACK,Tesco Snack
T.SNK,Tesco Snk
T.SOOTHING,Tesco Soothing
T.SOUTHERN,Tesco Southern
T.SPEARS,Tesco Spears
T.SPICED,Tesco Spiced
T.SPOTS,Tesco Spots
T.SQ,TESCO SQ
T.SQUEEZY,Tesco Squeezy
T.STEAK,Tesco Steak
T.STEAMED,Tesco Steamed
T.STRAWBERRIES,Tesco Strawberries
T.STRAWBERRY,Tesco Strawberry
T.STROLLER,Tesco Stroller
T.STRONG,Tesco Strong
T.SUMMER,Tesco Summer
T.SUPER,Tesco Super
T.SWEET,Tesco Sweet
T.SWISS ,Tesco Swiss 
T.SWIVEL,Tesco Swivel
T.TABLECOVER,Tesco Tablecover
T.THICK,Tesco Thick
T.THIN,Tesco Thin
T.TMELSS,Tesco Timeless
T.TOILET,TESCO TOILET
T.TOMT,Tesco Tomato
T.TOTALLY,Tesco Totally
T.TOY,Tesco Toy
T.TRADITIONAL,Tesco Traditional
T.TRAIN,Tesco Train
T.TRICITY,Tesco Tricity
T.TRIPLE,Tesco Triple
T.TURKEY,Tesco Turkey
T.TUTTI,Tesco Tutti
T.ULTRASLIM,Tesco Ultraslim
T.UNDYED,Tesco Undyed
T.UNFRAGRANCED,Tesco Unfragranced
T.VAL,Tesco Value
T.VALENTINE,Tesco Valentine
T.VALUE,Tesco Value
T.VEG,Tesco Vegetarian
T.W/FOOD,Tesco Wholefoods
T.WENSLEYDALE,Tesco Wensleydale
T.WHITE,TESCO WHITE
T.WHOLE,Tesco Whole
T.WINTER,TESCO WINTER
T.WIPEABLE,Tesco Wipeable
T.WOBBLE,Tesco Wobble
T.WOODEN,Tesco Wooden
T.WORCESTERSHIREGOOSEBERRIES,Tesco Worcestershire Gooseberries
T.XMAS,Tesco Xmas
T.YOGHURT,Tesco Yogurt
T.YOGURT,Tesco Yogurt
T/ABGS,Tea Bags
T/B/S/BROTHERS,THE BREAD SKI BROTHERS
T/BAG,TEABAG
T/BAGS,Tea Bags
T/BAGS100S,Teabags 100s
T/BAGS44,Teabags 44
T/BAGS50'S,Teabags 50's
T/BAGSROOIBOS,Tea Bags Rooibos
T/BGS,Tea bags
T/BITES,Tattie Bites
T/BROWN,TRUE BROWN
T/BRUSH,TOOTHBRUSH
T/BRUSH+PRO,Toothbrush + Pro
T/BRUSHMASSAGER,Toothbrush Massager
T/BRUSHREVOLUTION,Toothbrush revolution
T/CAL,TROPICAL
T/CARE,Total care
T/CHEESE,Tangy cheese
T/CHOC,Tempting Chocolate
T/CLEANER,Toilet Cleaner
T/COLECTN,The Collection
T/COTTA,TERRACOTTA
T/COUNT,THREAD COUNT
T/CRKER,Treat Cracker
T/DELIGHT,TURKISH DELIGHT
T/DOORI,TANDOORI
T/DOWN,Top Down
T/DOWNBENGAL,Top Down bengal
T/DRYER,Tumble Dryer
T/EFFECTS,TOTAL  EFFECTS
T/FIN,TOUCHABLE FINISH
T/FRUITY,TRULY FRUITY
T/GELTHERAPEUTIC,T/Gel Therapeutic
T/GRN,Thai Green
T/HAR/SAUS CO,The Harrogate Sausage Co.
T/I/PRK,THIS ISN’T PORK
T/KIND,TOOTHKIND
T/KIT,Taco Kit
T/LIGHTGLASS,Tea Light Glass
T/LIGHTS,TEA LIGHTS
T/LIGHTS12PK,Tea Lights 12pk
T/LINI,TORTELLINI
T/LONI,TORTELLONI
T/MAUVE,TRULY MAUVE
T/MENT,TREATMENT
T/MENTSHAMPOO,Treatment Shampoo
T/MENTSPRAY,Treatment Spray
T/MGLR,THIERRY MUGLER
T/PASTE,TOOTHPASTE
T/POLISH,Toothpolish
T/R,Top Rump
T/RAIS,TEMPTING RAISIN
T/RECOV,THERMAL RECOVERY
T/RND,Tamarind
T/ROLL,TOILET ROLL
T/RRGN,TARROGAN
T/RUMP,Top Rump
T/S,Top Side
T/SET,TASTING SET
T/SIDE,Top Side
T/SIDE/T,Top Side Top
T/SLHTTE,Tena Silhouette
T/ST/T/TG,TWO SHEET TWO TAGS
T/STRIPS,Tenderstrips
T/STYL,Thai Style
T/T,TOMMEE TIPPEE
T/TERRA,Rich terracotta
T/TIME/BLU,TWO TIMER BLUE
T/TIME/PNK,TWO TIMER PINK
T/TISS,Toilet Tissues
T/TISSUE,TOILET TISSUE
T/TISSUE  (AMENDED),Toilet tissue
T/TISSUE(AMENDED),Toilet tissue
T/TISSUESCHAMOMILE,Toilet Tissues chamomile
T/TISSUEWHITE,Toilet Tissue white
T/TREATS,Training Treats
T/TREE,TEA TREE
T/TWINKLE,TWINKLE TWINKLE
T/WAY,Takeaway
T/WTR,Tonic Water
T’S/CHOCLNLY,TONY’S CHOCOLONELY
TABLE90X90CM,Table 90x90cm
TABLETSLEMON,Tablets Lemon
TABLETSREGULAR,Tablets regular
TABS15PACK/225G,Tablets 15pack/225G
TABS48PK/24,Tablets 48 Pack/24
TAG/CARBON,TAGLIATELLE CARBONARA
TAG/CARBONARA,Tagliatelle Carbonara
TAHNKS,Thanks
TAKEAWAYCAPP,Take away cappuccino
TANDOORIBURGER,Tandoori Burger
TANDOORIBURGERS,Tandoori Burgers
TANDOORICHICKEN,TANDOORI CHICKEN
TANG,TANGERINE
TANGIERSALAD,Tangier Salad
TANNINGDRY,Tanning Dry
TARRAGON250G,Tarragon 250g
TART400G,Tart 400g
TAS,Tassimo
TASTE OF G/NESS,TASTE OF GOODNESS
TASTYCHICKEN,TASTY CHICKEN
TAWN,TAWNY
TBAGS,Teabags
TBLCTH,TABLECLOTH
TBLT,Tablet
TBLTS,TABLETS
TBP,The bakery project
TBROSE,TUBEROSE
TBRSH/HDS,Toothbrush Heads
TCH.O.PEAR,TOUCH OF PEARL
TCH.O.PEARL,Touch Of Pearl
TCSC,The Cumbrian Sausage Company
TDLR,Toddler
TEA&,Tea &
TEA&JASMINE200ML,Tea & Jasmine 200ml
TEA&LEMON,Tea & Lemon
TEA/LEMON40S,Tea Lemon 40s
TEAAND,Tea and
TEABAGS240S,Teabags 240s
TEABAGS40S,Teabags 40s
TEABAGS80S,Teabags 80s
TEACUP,Tea Cup
TEALEMONGRASS,Tea Lemongrass
TEALGHT HLDRS,Tealight Holders
TEASET,TEA SET
TEETHERX1,Teether x 1
TELESCPC,TELESCOPIC
TEMP,TEMPTATIONS
TEMPLES15S,Temples 15s
TEMPLES22.5G,Temples 22.5g
TEMPTRE,TEMPERATURE
TENDER STEM,Tenderstem
TENDERCARROTS,Tender Carrot
TENDERHEARTS,TENDER HEARTS
TENNESSEECOUNTRY,Tennessee Country
TENORSLEGENDS,Tenors Legends
TERRINE240G,TERRINE 240G
TERRINE300G,Terrine 300g
TESCO *FINEST,Tesco Finest
TESCO 2 FINEST,Tesco Finest 2
TESCO 4 FINEST,Tesco Finest 4
TESCO 8 FINEST,Tesco Finest 8
"TESCO C/NUT,","Tesco Coconut,"
TESCO FINEST (C),Tesco Finest
TESCO FINEST*,Tesco Finest
TESCO FNST,Tesco Finest
TESCO FRESH EVERYDAY VALUE,Tesco Everyday Value Fresh
TESCO VALUE,Tesco Everyday Value
TESCO.ORNANGE,Tesco Orange
TESCO/BRITANNIA,Tesco Britannia
TESCO/BURGESS,Tesco Burgess
TESCO/LA,Tesco La
TESCOKIDS,Tesco kids
TFFE,TOFFEE
TFFEAPL,Toffee Apple
TGT,TIGHT
THAICURRY,Thai Curry
THAIGREEN,Thai Green
THAISWEET,Thai Sweet
THAM,THANKS A MILLION
THANK YOU,Thank You
THCKSLCD,Thick sliced
THE DD CO.,The Delicious Dessert Company
THE GUY WHO,The Guy Who…
THE NATURAL BAKERY,THE NATURAL BKRY
THE S/NAT/FRT,The Secret Nature of Fruit
THE SARD SUBMRNE,THE SARDINE SUBMARINE
THE SLEEP BTNIST,THE SLEEP BOTANIST
THE ST OVEN BKRY,THE STONE OVEN BAKERY
THE VNTG COLLCTN,THE VINTAGE COLLECTION
THECHASE,The Chase
THESPECIAL,The Special
THICK&CREAMY,Thich & Creamy
THICKIEVANILLA,THICKIE VANILLA
THICKSLICED,THICK SLICED
THIGHS/,Thighs
THIGHS1.3KG,THIGHS 1.3KG
THIN&CRISPY,Thin & Crispy
THIN160G,Thin 160g
THINBEEF,Thin Beef
THINCHICKEN,THIN CHICKEN
THINCHORIZO,THIN CHORIZO
THINCOOKED,Thin Cooked
THINGCOND,Thing Conditioner
THINGSHAMPOO,Things Shampoo
THINHON,Thin Honey
THINHONEYROAST,THIN HONEY ROAST
THINMATERNITY,Thin Maternity
THINROAST,Thin Roast
THINRST,Thin Roast
THINSMOKED,Thin Smoked
THK,THICK
THKNG,Thickening
THKNS,Thickness
THN CRST,THIN CRUST
THNCRST,Thin crust
THNDRBALL,Thunderball
THOMPSONTOP,Thompson Top
THOUGHTSWITHYOU,Our Thoughts Are With You
THOY,Thinking Of You
THQAI,THAI
THREADSEAL,Thread Seal
THRMOP/P,Thermoplastic Polyurethan
THRNTNS,THORNTONS
THRPY,THERAPY
THYME620G,Thyme 620g
THYMESAVOURY,Thyme Savoury
TIBERIUMTWILIGHT,Tiberium Twilight
TIFFINSLICES,TIFFIN SLICES
TIG,Tights
TIGERPRAWNS,TIGER PRAWNS
TIGHT,Tights
TIKKA&,Tikka &
TIKKAKEBABS,Tikka Kebabs
TIKKASLICES,TIKKA SLICES
TIMEDVD,Time Dvd
TIMEU2CELEBRATE,Time for you to Celebrate
TIN&,Tin &
TINWOODSTOCK,Tin Woodstock
TIPMARKERS,Tip Markers
TIRAMISUMERINGUE,TIRAMISU MERINGUE
TISSUES2PK,Tissues 2 Pack
TITM,Titanium
TKE/T/HT,Take the Heat
TKY,Turkey
TLP,Talking Pictures
TMBL,TUMBLER
TMD,Tailormade Designs
TMNT,Teenage Mutant Ninja Turtles
TMPRY,Temporary
TMTO,Tomato
TNG,TONING
TNGUE,Tongue
TNR,TONER
TNTD,TINTED
TNX 4 BEING YOU,Thanks for Being You
TOAST.HOST,TOASTED HOST
TOASTEDMUESLI,Toasted Muesli
TOASTEDSESAME,Toasted Sesame
TOBAC,TOBACCO
TODD,TODDLERS
TODDLERFOOTBALL,Toddler Football
TODDLERTOILET,Toddler Toilet
TOE500ML,Toe 500ml
TOF,Touch Of Fruit
TOFFEE&CHOCOLATEYOGURT,Toffee & Chocolate Yogurt
TOFFEECOOKIES,Toffee Cookies
TOFFEEFUDGE,Toffee Fudge
TOI,TASTE OF INDIA
TOILET TIS,TOILET TISSUE
TOILETRYBAG,Toiletrybag
TOILV,THE ONE I LOVE
TOM&,Tomato
TOM& VEG,Tomato And Vegetable
TOM&CHILLI,Tomato & Chilli
TOM&FRNDS,Thomas and Friends
TOM&ITALIAN,Tomato & Italian
TOM&OLIVER/MARY,Tomato & Olive Rosemary
TOM&PEPR,Tomato And Pepper
TOM&PEPR505,Tomato And Pepper 505
TOM/BASIL/ONION,Tomato Basil Onion
TOM/GINGER&BASILPASTA,Tomato Ginger & Basil Pasta
TOM/MOZ,Tomato Mozzarella
TOM/PARMESAN,Tomato/Parmesan
TOMATO&JALAPENO,Tomato & Jalapeno
TOMATOCKN,Tomato Chicken
TOMATOM/PONE,Tomato Mascarpone
TOMATOMOZZ/BAS,Tomato Mozzerella Basil
TOMATOPASTA,TOMATO PASTA
TOMATOPASTE,Tomato Paste
TOMATOPESTO,Tomato Pesto
TOMATOSAUCE,Tomato Sauce
TOMBASIL,Tomato Basil
TOMBURGERS,Tomato Burgers
TOMCHILLI,Tomato Chilli
TOM-ITAL,Tomato Italian
TOMMYGUNS,Tommy Guns
TOMPARMESAN,Tomato Parmesan
TOMRSTD,Tomato Roasted
TOMT,TOMATO
TOMT&,Tomato And
TOMT&MASCARPONE,Tomato & Mascarpone
TOMT/,Tomato/
TOMT/BASIL,Tomato Basil
TOMT/SAUCE,Tomato Sauce
TOMTATO&VEG,Tomato & Vegetable
TOMTMOZZARELLA,TOMATO MOZZARELLA
TOMTPASTE75G,Tomato Paste 75g
TOMTS,TOMATOES
TOMTS&,Tomatoes &
TOMTS&BASIL,Tomatos & Basil
TOMTSAUCE,Tomato Sauce
TOMTTORTELLONI,TOMATO TORTELLONI
TONERSGLDN,Toners Golden
TOP 10 FROM DAD,The Top 10 Things I've learnt from Dad
TOPD,Topped
TOPFLAPJACKS,TOP FLAPJACKS
TOPLAY,To Play
TOPNG,TOPPING
TOPPEDCHICKEN,Topped Chicken
TOPPEDESCALOPES,TOPPED ESCALOPES
TOPPER35G,Topper 35g
TOPPEREXOTIC200G,TOPPER EXOTIC 200G
TORT,Tortilla
TORTILLACHIP175G,Tortilla chip 175g
TORTILLAPOCKETS,Tortilla Pockets
TORTILLAS8PK,Tortillas 8pk
TORTILS,Tortillas
TOSOUTH,To South
TOTAL200ML,Total 200ml
TOUCHMANUAL,Touch Manual
TOUCHSCRN,Touch Screen
TOWELSNORM,Towels Normal
TOWELSSPR,Towels Super
TOWNDAIRYNO,TOWN DAIRY NO
TPE,TRIPE
TPLE,TRIPLE
TPORTER,TRANSPORTER
TRAD,TRADITIONAL
TRAD CHSE CO.,TRADITIONAL CHEESE CO.
TRAD/SMKD,Traditionally Smoked
TRADECOLOMBIAN,Trade Colombian
TRADEDE/CAFF,Trade Decaffeinated
TRADITIONAL16INCH,Traditional 16inch
TRADIZIONALE111G,Tradizionale 111g
TRADYORKSHIRE,Traditional Yorkshire
TRADZ,TRADIZIONALE
TRANQUIL,TRANQUILITY
TRANS,TRANSPARENT
TRANSPARENTSPRAY,Transparent Spray
TRANSPORT/FLOWERCARD,Transport/Flower Card
TREATSIZE,Treat Size
TREESHWR,Tree Shower
TRFLS,TRUFFLES
TRIANGLECOLOURED,Triangle Coloured
TRIANGLES140G,TRIANGLES 140G
TRIANGLES85G,TRIANGLES 85G
TRID,TRIDENT
TRIFLES3X150G,Trifles 3x150G
TRIGGERTRIPLE,Trigger Triple
TRIMMINGS120G,TRIMMINGS 120G
TRIPESTICKS,Tripe Sticks
TRIPLEACTIVETONER200ML,Triple Active Toner 200 ML
TRK/INSP,Turkish Inspired
TRNGLS,TRIANGLES
TROP/PNAPLE,Tropical Pineapple
TROPICALCHOL,TROPICAL CHOL
TROPICALJUICE,TROPICAL JUICE
TROPIMIX,Tropical Mix
TROUS,TROUSERS
TRRNE,Terrine
TRT,TROUT
TRTLETS,Tartelettes
TRU FSHP LK OURS,True Friendship Like Ours
TRUFFLES&DIPPED,Truffles & Dipped
TRUFFLESLIQUEUR,Truffles Liqueur
TRUFL,Truffle
TRULYLOVIN',TRULY LOVIN'
TRYPC,The Real Yorkshire Pudding Co.
T'S CHOCLNLY,TONY'S CHOCOLONELY
TS/CHOCLNLY,TONY'S CHOCOLONELY
T'S/CHOCLNLY,TONY'S CHOCOLONELY
TS3,Toy Story 3
TSC CALIFORNIAN,Tesco Californian
TSECO FINEST,Tesco Finest
TSFC,The Saucy Fish Company
TSMK,Tesco Smoked
TSTED,TOASTED
TSTEM,Tenderstem
TSTY,TASTY
TSUES,Tissues
TT,Tommee Tippee
TTE,THOMAS THE TANK ENGINE
TTL/DEF,Total Defence
TUNA&SALMON,Tuna & Salmon
TUNA/SHRP,Tuna Shrimp
TURK,TURKEY
TURK&,Turkey &
TURK/LMB,Turkey/Lamb
"TURKEY,BACON","TURKEY, BACON"
TURKEY85G,Turkey 85g
TURKEYCHICKEN/VEG,Turkey Chicken / Vegetables
TURKEYESCALOPES,TURKEY ESCALOPES
TURKEYHOTPOT,Turkey Hotpot
TURKEYPOUCH,Turkey Pouch
TURNOVERS352G,Turnovers 352g
TURQ,TURQUOISE
TUV,TOP UP VOUCHER
TVGLOSS,Tv gloss
TVL,TRAVEL
TWEEZERCLIP,Tweezer Clip
TWILIGHTJASMINE,Twilight jasmine
TWILIGHTVANILLA,Twilight vanilla
TWINPK,Twinpack
TWINPOTDESSERT,TWINPOT DESSERT
TWLS,Towels
TWN,TWIN
TWNNGS,Twinings
TWNPACK,Twin Pack
TWST,TWIST
TX,TEXTURE
TXING,TEXTURISING
TXTRD,Textured
TYAKI,Teriyaki
TYMBC,The Yorkshire Meatball Company
TYOU,THANK YOU
U HOLD THE KEY,You Hold the Key to My Heart
U MEAN A LOT,You Mean a Lot
U MEAN EVRYTHING,You Mean Everything To Me
U MEAN SO MUCH,You mean so much
U/COAT,Undercoat
U/CRUST,UPPERCRUST
U/DRY,Ultra Dry
U/FATTED TTS,Unfatted Topside
U/JAMS,Underjams
U/PREMIER,Ultra Premier
U/S,UNSMOKED
U/SMK,Unsmoked
U/SMKD,Unsmoked
U/SOF,ULTRA SOFT
U/STRONG,ULTRA STRONG
U/SWT,UNSWEETENED
U/SWT10,Unsweetened 10
U/WEAR,Underwear
UKG,UK Greetings
ULMTE,ULTIMATE
ULT,ULTRA
ULT SLIM ULTRA SLIM,Ultra Slim
ULT/B,Ultimate Blends
ULTFRSH IRING BOD COVER,ULTRAFRESH IRONING BOARD COVER
ULTIMATEBBQ,Ultimate BBQ
ULTIMATEF/BALL,Ultimate Football
ULTIMATELIGHTNER,Ultimate Lightner
ULTIMATEPOP,Ultimate Pop
ULTIMATERADIANCE,Ultimate Radiance
ULTIMEFFECTS,Ultimate Effects
ULTRMIST,Ultra Mist
UN/SMK,Unsmoked
UNC,UNCLE
UNCONDITIOONAL,Unconditional
UNCOOKEDSEEKH,Uncooked Seekh
UNDECORATEDICED,UNDECORATED ICED
UNFRAG,UNFRAGRANCED
UNIVERSALIRONING,Universal Ironing
UNIVRSL,Universal
UNPSTZD,Unpasturised
UNSALTEDBUTTER,UNSALTED BUTTER
UNSC,UNSCENTED
UNSLCD,Unsliced
UNSMK,Unsmoked
UNSMOKEDGAMMON,UNSMOKED GAMMON
UNSTPBLS,Unstoppables
UNSWTND,Unsweetened
UNUSUALCARD,Unusual Card
UNVSITY,UNIVERSITY
UP1M,Up to 1 Month
UP3M,Up to 3 Months
UPHOLST450ML,Upholstery 450ml
UPLSTRY,Upholstery
UR MY SCOUNDREL,You're My Scoundrel
UV,ULTRA VIOLET
V.F.F,VIRTUALLY FAT FREE
V.O.F,VIRTUALLY OIL FREE
V/A,Various Artists
V/ARTISTS,Various Artists
V/BLACK,VERY BLACK
V/CHED/R/ONION CHUTNEY,Vintage Cheddar Red Onion Chutney.
V/LGHT,Very Light
V/PLUM,VIOLET PLUM
V/STRONG,Very Strong
V/YARD,Vineyard
V/YARDMALBEC,Vineyard Malbec
VAC,VACUUM
VAL,VALUE
VAL & EVERYDAY,Valentines & Every Day
VALENTINECHOCOLATE,Valentine Chocolate
VALLEYCHARDONNAY,Valley Chardonnay
VALUE VALUE,Value
VALUE3,Value 3
VALUE4,Value 4
VALUE8,Value 8
VALUECASSEROLE,VALUE CASSEROLE
VALUECHEESE,VALUE CHEESE
VALUECHEESY,VALUE CHEESY
VALUECHICKEN,VALUE CHICKEN
VALUECHUNKY,VALUE CHUNKY
VALUECORNISH,VALUE CORNISH
VALUEMINCED,VALUE MINCED
VALUEPORK,Value Pork
VALUESCOTCH,VALUE SCOTCH
VALUETIKKA,Value Tikka
VAN /RASPBERRY,Vanilla / Raspberry
VAN.MLK,Vanilla Milk
VANI,VANILLA
VANI&CHRY,Vanilla & Cherry
VANI&PNK,VANI PINK
VANI/B,Vanilla Bean
VANILLA&,Vanilla &
VANILLA26WASH,Vanilla 26 Wash
VANILLA30PK,Vanilla 30pk
VANILLABATH,Vanilla Bath
VANILLACHEESECAKE,VANILLA CHEESECAKE
VANILLADVD,Vanilla DVD
VANILLAMOUSSE,VANILLA MOUSSE
VANILLASWISS,VANILLA SWISS
VANILLAYOGURT,Vanilla Yogurt
VANILLETTAICE,VANILLA ICE
VANIT/BAGS,Vanilla Teabags
VAP,Vaporesse
VAPE/B,VAPE BAR
VARIETYMELTON,VARIETY MELTON
VARIFLOW,Variable Flow
VDK,VODKA
VDP,VIN DE PAYS
VEG,Vegetable
VEG & RICE,Vegetable And Rice
VEG&,Vegetable &
VEG&CHICK,Vegetable & Chicken
VEG/S/FLWR,Vegetable/Sunflower Oil
VEG3KG,Vegetable 3Kg
VEGETABLE250G,VEGETABLE 250G
VEGETABLE400G,VEGETABLE 400G
VEGETABLEBROTH,VEGETABLE BROTH
VEGETABLEEXTRACTS,Vegetable Extracts
VEGETABLEFOLD,VEGETABLE FOLD
VEGETABLERAVIOLI,Vegetable Ravioli
VEGETABLES1.2KG,VEGETABLES 1.2KG
VEGETABLESOUP,VEGETABLE SOUP
VEGETABLESSOUP,VEGETABLE SOUP
VEGETARIAN2,VEGETARIAN 2
VEGETARIANCHEESE,VEGETARIAN CHEESE
VEGETARIANCHICKEN,Vegetarian Chicken
VEGETARIANCHILLI,VEGETARIAN CHILLI
VEGETARIANCOTTAGE,VEGETARIAN COTTAGE
VEGETARIANEDAM,VEGETARIAN EDAM
VEGETARIANHAGGIS,VEGETARIAN HAGGIS
VEGETARIANLASAGNE,VEGETARIAN LASAGNE
VEGETARIANM/ROOM,VEGETARIAN MUSHROOM
VEGETARIANMEAT,Vegetarian Meat
VEGGRANULES,Vegetable Granules
VEGPASTA,Vegetable Pasta
VEGRMI,VEGERAMI
VEGS,VEGETABLES
VEGSELECTION,VEG SELECTION
VEHCL/FIG,Vehicles Figures
VENTSELECTION,VENT SELECTION
VERSIONDVD,Version DVD
VERTVRT,Vertivert
VFF,Vegetarian Fat Free
VG/ROLLS,Veggie Rolls
VG/WFLS,Veggie Waffles
VGN,VEGAN
VGT,Vegetable
VGTRN,VEGETARIAN
VGTRNSAUSAGES,VGTRN SAUSAGES
VHCLE,VEHICLE
VIENNAS340G,VIENNAS 340G
VIENNESEBISCUITS,Viennese Biscuits
VIG/BBRG,VIGNOBLE BEAUBOURG
VIG/BBRG FIT,VIGNOBLE BEAUBOURG FITOU
VIG/BBRG FIT.,Vignoble Beaubourg Fitou
VIGN,VIRGIN
VIN125G,Vinegar 125G
VINAGRT,VINAIGRETTE
VINEGAR360,Vinegar 360
VINEGARMODENA,Vinegar Modena
VINEGAROF,Vinegar Of
VINEYARDP/GRIGIO,Vineyard Pinot Grigio
VINGR,Vinegar
VINT,Vintage
VINTAGECHAMPAGNE,Vintage Champagne
VIOLETYLANG,Violet ylang
VIRG,Virgin
VISIBLYCLEARPORE,Visibly clear pore
VIT,VITAMIN
VITALBBY,Vital baby
VITS,Vitamins
VLT,VALENTINE'S
VMESE/INSP,Vietnamese Inspired
VMESE/ST,Vietnamese Style
VNGR,VINEGAR
VNGRPOPCORN,Vinegar Popcorn
VNTG,Vintage
VOIL,VOILET
VOL,VOLUME
VOL&HOLD,Volume & Hold
VOLCNO,Volcano
VOLDOUBLE,Volume Double
VOLUM,VOLUMISING
VOLUMECOND,Volume Conditioner
VOLUMESHAMPOO,Volume Shampoo
VRGN,Virgin
VTALTY,VITALITY
VTY,VARIETY
W BROS. BREW CO.,WILLIAMS BROS. BREWING CO.
W&CELNG,Wall & Ceiling
W.FOOD,Wholefood
W/ CHESE,With Cheese
W/ABLE,Washable
W/AMBER,Warm Amber
W/ATTITUDE,With Attitude 
W/BAND,Wristband
W/BEIGE,WARM BEIGE
W/BEING,Wellbeing
W/BERRY,Whole Berry
W/BLEND,WHOLE BLEND
W/BURTON,WARBURTONS
W/CHOC,White Chocolate
W/CNTRY,West Country
W/COLOUR,Water Colour
W/CURED,WILTSHIRE CURED
W/DUALIPOD/IPHONE,With Dual ipod/iphone
W/DVD,With Dvd
W/EARTH,WHOLE EARTH
W/F,WHOLEFOOD
W/FOOD,WHOLEFOOD
W/FOODS,Wholefoods
W/FREEVIEW,With Freeview
W/FVIEW,With Freeview
W/GARLIC,with Garlic
W/GERM,WHEATGERM
W/GRAIN,WHOLEGRAIN
W/GRAINCOUS,Wholegrain Cous
W/GRAINDIJON,Wholegrain Dijion
W/GRAINPASTA,Wholegrain Pasta
W/GRAINRCE,Wholegrain Rice
W/GRAINRICE,Wholegrain Rice
W/GRAINROLLS,Wholegrain Rolls
W/GRAINSNACK,Wholegrain snack
W/H,With
W/HEATHER,WHITE HEATHER
W/IPOD,With Ipod
W/JSMNE,W/JSMNE
W/LEMON,with Lemon
W/LESS,Wireless
W/LID,With Lid
W/LIFE,WILDLIFE
W/LIME,with Lime
W/LND,WOODLAND
W/LNDM/ROOM,Woodland Mushroom
W/MAKERS,Wine Makers
W/MEAL,WHOLEMEAL
W/MELON,Water melon
W/MINT,WATERMINT
W/NEILL,Whitely Neill
W/NUT,Walnut
W/ONION,With Onion
W/OUT,Washout
W/PNTRY,Welsh Pantry
W/POWDER,Washing powder
W/PRF,WATERPROOF
W/PUMICE,With Pumice
W/RAIN,WILD RAIN
W/SCREEN,Widescreen
W/SCRN,Widescreen
W/SHIRE,Worcestershire
W/STWB,Wild Strawberry
W/SWEET,With Sweet
W/SWORD,Wilkinson sword
W/TANG,WILD TANGERINE
W/TFRD,With Cooked
W/TH,WAFER THIN
W/TPCH,With Poached
W/VIOLET,WILD VIOLET
W/WALKS,WINTER WALKS
W/WHEAT,WHOLE WHEAT
W/WHEATSPAGHETTI,Wholewheat Spaghetti
W/WHEATTORTIGLIONI,Wholewheat Tortiglioni
